idStudent,nameStudent
idStudent 5384,Student 5384
idStudent 5385,Student 5385
idStudent 5386,Student 5386
idStudent 5387,Student 5387
idStudent 5388,Student 5388
idStudent 5389,Student 5389
idStudent 5390,Student 5390
idStudent 5391,Student 5391
idStudent 5392,Student 5392
idStudent 5393,Student 5393
idStudent 5394,Student 5394
idStudent 5395,Student 5395
idStudent 5396,Student 5396
idStudent 5397,Student 5397
idStudent 5398,Student 5398
idStudent 5399,Student 5399
idStudent 5400,Student 5400
idStudent 5401,Student 5401
idStudent 5402,Student 5402
idStudent 5403,Student 5403
idStudent 5404,Student 5404
idStudent 5405,Student 5405
idStudent 5406,Student 5406
idStudent 5407,Student 5407
idStudent 5408,Student 5408
idStudent 5409,Student 5409
idStudent 5410,Student 5410
idStudent 5411,Student 5411
idStudent 5412,Student 5412
idStudent 5413,Student 5413
idStudent 5414,Student 5414
idStudent 5415,Student 5415
idStudent 5416,Student 5416
idStudent 5417,Student 5417
idStudent 5418,Student 5418
idStudent 5419,Student 5419
idStudent 5420,Student 5420
idStudent 5421,Student 5421
idStudent 5422,Student 5422
idStudent 5423,Student 5423
idStudent 5424,Student 5424
idStudent 5425,Student 5425
idStudent 5426,Student 5426
idStudent 5427,Student 5427
idStudent 5428,Student 5428
idStudent 5429,Student 5429
idStudent 5430,Student 5430
idStudent 5431,Student 5431
idStudent 5432,Student 5432
idStudent 5433,Student 5433
idStudent 5434,Student 5434
idStudent 5435,Student 5435
idStudent 5436,Student 5436
idStudent 5437,Student 5437
idStudent 5438,Student 5438
idStudent 5439,Student 5439
idStudent 5440,Student 5440
idStudent 5441,Student 5441
idStudent 5442,Student 5442
idStudent 5443,Student 5443
idStudent 5444,Student 5444
idStudent 5445,Student 5445
idStudent 5446,Student 5446
idStudent 5447,Student 5447
idStudent 5448,Student 5448
idStudent 5449,Student 5449
idStudent 5450,Student 5450
idStudent 5451,Student 5451
idStudent 5452,Student 5452
idStudent 5453,Student 5453
idStudent 5454,Student 5454
idStudent 5455,Student 5455
idStudent 5456,Student 5456
idStudent 5457,Student 5457
idStudent 5458,Student 5458
idStudent 5459,Student 5459
idStudent 5460,Student 5460
idStudent 5461,Student 5461
idStudent 5462,Student 5462
idStudent 5463,Student 5463
idStudent 5464,Student 5464
idStudent 5465,Student 5465
idStudent 5466,Student 5466
idStudent 5467,Student 5467
idStudent 5468,Student 5468
idStudent 5469,Student 5469
idStudent 5470,Student 5470
idStudent 5471,Student 5471
idStudent 5472,Student 5472
idStudent 5473,Student 5473
idStudent 5474,Student 5474
idStudent 5475,Student 5475
idStudent 5476,Student 5476
idStudent 5477,Student 5477
idStudent 5478,Student 5478
idStudent 5479,Student 5479
idStudent 5480,Student 5480
idStudent 5481,Student 5481
idStudent 5482,Student 5482
idStudent 5483,Student 5483
idStudent 5484,Student 5484
idStudent 5485,Student 5485
idStudent 5486,Student 5486
idStudent 5487,Student 5487
idStudent 5488,Student 5488
idStudent 5489,Student 5489
idStudent 5490,Student 5490
idStudent 5491,Student 5491
idStudent 5492,Student 5492
idStudent 5493,Student 5493
idStudent 5494,Student 5494
idStudent 5495,Student 5495
idStudent 5496,Student 5496
idStudent 5497,Student 5497
idStudent 5498,Student 5498
idStudent 5499,Student 5499
idStudent 5500,Student 5500
idStudent 5501,Student 5501
idStudent 5502,Student 5502
idStudent 5503,Student 5503
idStudent 5504,Student 5504
idStudent 5505,Student 5505
idStudent 5506,Student 5506
idStudent 5507,Student 5507
idStudent 5508,Student 5508
idStudent 5509,Student 5509
idStudent 5510,Student 5510
idStudent 5511,Student 5511
idStudent 5512,Student 5512
idStudent 5513,Student 5513
idStudent 5514,Student 5514
idStudent 5515,Student 5515
idStudent 5516,Student 5516
idStudent 5517,Student 5517
idStudent 5518,Student 5518
idStudent 5519,Student 5519
idStudent 5520,Student 5520
idStudent 5521,Student 5521
idStudent 5522,Student 5522
idStudent 5523,Student 5523
idStudent 5524,Student 5524
idStudent 5525,Student 5525
idStudent 5526,Student 5526
idStudent 5527,Student 5527
idStudent 5528,Student 5528
idStudent 5529,Student 5529
idStudent 5530,Student 5530
idStudent 5531,Student 5531
idStudent 5532,Student 5532
idStudent 5533,Student 5533
idStudent 5534,Student 5534
idStudent 5535,Student 5535
idStudent 5536,Student 5536
idStudent 5537,Student 5537
idStudent 5538,Student 5538
idStudent 5539,Student 5539
idStudent 5540,Student 5540
idStudent 5541,Student 5541
idStudent 5542,Student 5542
idStudent 5543,Student 5543
idStudent 5544,Student 5544
idStudent 5545,Student 5545
idStudent 5546,Student 5546
idStudent 5547,Student 5547
idStudent 5548,Student 5548
idStudent 5549,Student 5549
idStudent 5550,Student 5550
idStudent 5551,Student 5551
idStudent 5552,Student 5552
idStudent 5553,Student 5553
idStudent 5554,Student 5554
idStudent 5555,Student 5555
idStudent 5556,Student 5556
idStudent 5557,Student 5557
idStudent 5558,Student 5558
idStudent 5559,Student 5559
idStudent 5560,Student 5560
idStudent 5561,Student 5561
idStudent 5562,Student 5562
idStudent 5563,Student 5563
idStudent 5564,Student 5564
idStudent 5565,Student 5565
idStudent 5566,Student 5566
idStudent 5567,Student 5567
idStudent 5568,Student 5568
idStudent 5569,Student 5569
idStudent 5570,Student 5570
idStudent 5571,Student 5571
idStudent 5572,Student 5572
idStudent 5573,Student 5573
idStudent 5574,Student 5574
idStudent 5575,Student 5575
idStudent 5576,Student 5576
idStudent 5577,Student 5577
idStudent 5578,Student 5578
idStudent 5579,Student 5579
idStudent 5580,Student 5580
idStudent 5581,Student 5581
idStudent 5582,Student 5582
idStudent 5583,Student 5583
idStudent 5584,Student 5584
idStudent 5585,Student 5585
idStudent 5586,Student 5586
idStudent 5587,Student 5587
idStudent 5588,Student 5588
idStudent 5589,Student 5589
idStudent 5590,Student 5590
idStudent 5591,Student 5591
idStudent 5592,Student 5592
idStudent 5593,Student 5593
idStudent 5594,Student 5594
idStudent 5595,Student 5595
idStudent 5596,Student 5596
idStudent 5597,Student 5597
idStudent 5598,Student 5598
idStudent 5599,Student 5599
idStudent 5600,Student 5600
idStudent 5601,Student 5601
idStudent 5602,Student 5602
idStudent 5603,Student 5603
idStudent 5604,Student 5604
idStudent 5605,Student 5605
idStudent 5606,Student 5606
idStudent 5607,Student 5607
idStudent 5608,Student 5608
idStudent 5609,Student 5609
idStudent 5610,Student 5610
idStudent 5611,Student 5611
idStudent 5612,Student 5612
idStudent 5613,Student 5613
idStudent 5614,Student 5614
idStudent 5615,Student 5615
idStudent 5616,Student 5616
idStudent 5617,Student 5617
idStudent 5618,Student 5618
idStudent 5619,Student 5619
idStudent 5620,Student 5620
idStudent 5621,Student 5621
idStudent 5622,Student 5622
idStudent 5623,Student 5623
idStudent 5624,Student 5624
idStudent 5625,Student 5625
idStudent 5626,Student 5626
idStudent 5627,Student 5627
idStudent 5628,Student 5628
idStudent 5629,Student 5629
idStudent 5630,Student 5630
idStudent 5631,Student 5631
idStudent 5632,Student 5632
idStudent 5633,Student 5633
idStudent 5634,Student 5634
idStudent 5635,Student 5635
idStudent 5636,Student 5636
idStudent 5637,Student 5637
idStudent 5638,Student 5638
idStudent 5639,Student 5639
idStudent 5640,Student 5640
idStudent 5641,Student 5641
idStudent 5642,Student 5642
idStudent 5643,Student 5643
idStudent 5644,Student 5644
idStudent 5645,Student 5645
idStudent 5646,Student 5646
idStudent 5647,Student 5647
idStudent 5648,Student 5648
idStudent 5649,Student 5649
idStudent 5650,Student 5650
idStudent 5651,Student 5651
idStudent 5652,Student 5652
idStudent 5653,Student 5653
idStudent 5654,Student 5654
idStudent 5655,Student 5655
idStudent 5656,Student 5656
idStudent 5657,Student 5657
idStudent 5658,Student 5658
idStudent 5659,Student 5659
idStudent 5660,Student 5660
idStudent 5661,Student 5661
idStudent 5662,Student 5662
idStudent 5663,Student 5663
idStudent 5664,Student 5664
idStudent 5665,Student 5665
idStudent 5666,Student 5666
idStudent 5667,Student 5667
idStudent 5668,Student 5668
idStudent 5669,Student 5669
idStudent 5670,Student 5670
idStudent 5671,Student 5671
idStudent 5672,Student 5672
idStudent 5673,Student 5673
idStudent 5674,Student 5674
idStudent 5675,Student 5675
idStudent 5676,Student 5676
idStudent 5677,Student 5677
idStudent 5678,Student 5678
idStudent 5679,Student 5679
idStudent 5680,Student 5680
idStudent 5681,Student 5681
idStudent 5682,Student 5682
idStudent 5683,Student 5683
idStudent 5684,Student 5684
idStudent 5685,Student 5685
idStudent 5686,Student 5686
idStudent 5687,Student 5687
idStudent 5688,Student 5688
idStudent 5689,Student 5689
idStudent 5690,Student 5690
idStudent 5691,Student 5691
idStudent 5692,Student 5692
idStudent 5693,Student 5693
idStudent 5694,Student 5694
idStudent 5695,Student 5695
idStudent 5696,Student 5696
idStudent 5697,Student 5697
idStudent 5698,Student 5698
idStudent 5699,Student 5699
idStudent 5700,Student 5700
idStudent 5701,Student 5701
idStudent 5702,Student 5702
idStudent 5703,Student 5703
idStudent 5704,Student 5704
idStudent 5705,Student 5705
idStudent 5706,Student 5706
idStudent 5707,Student 5707
idStudent 5708,Student 5708
idStudent 5709,Student 5709
idStudent 5710,Student 5710
idStudent 5711,Student 5711
idStudent 5712,Student 5712
idStudent 5713,Student 5713
idStudent 5714,Student 5714
idStudent 5715,Student 5715
idStudent 5716,Student 5716
idStudent 5717,Student 5717
idStudent 5718,Student 5718
idStudent 5719,Student 5719
idStudent 5720,Student 5720
idStudent 5721,Student 5721
idStudent 5722,Student 5722
idStudent 5723,Student 5723
idStudent 5724,Student 5724
idStudent 5725,Student 5725
idStudent 5726,Student 5726
idStudent 5727,Student 5727
idStudent 5728,Student 5728
idStudent 5729,Student 5729
idStudent 5730,Student 5730
idStudent 5731,Student 5731
idStudent 5732,Student 5732
idStudent 5733,Student 5733
idStudent 5734,Student 5734
idStudent 5735,Student 5735
idStudent 5736,Student 5736
idStudent 5737,Student 5737
idStudent 5738,Student 5738
idStudent 5739,Student 5739
idStudent 5740,Student 5740
idStudent 5741,Student 5741
idStudent 5742,Student 5742
idStudent 5743,Student 5743
idStudent 5744,Student 5744
idStudent 5745,Student 5745
idStudent 5746,Student 5746
idStudent 5747,Student 5747
idStudent 5748,Student 5748
idStudent 5749,Student 5749
idStudent 5750,Student 5750
idStudent 5751,Student 5751
idStudent 5752,Student 5752
idStudent 5753,Student 5753
idStudent 5754,Student 5754
idStudent 5755,Student 5755
idStudent 5756,Student 5756
idStudent 5757,Student 5757
idStudent 5758,Student 5758
idStudent 5759,Student 5759
idStudent 5760,Student 5760
idStudent 5761,Student 5761
idStudent 5762,Student 5762
idStudent 5763,Student 5763
idStudent 5764,Student 5764
idStudent 5765,Student 5765
idStudent 5766,Student 5766
idStudent 5767,Student 5767
idStudent 5768,Student 5768
idStudent 5769,Student 5769
idStudent 5770,Student 5770
idStudent 5771,Student 5771
idStudent 5772,Student 5772
idStudent 5773,Student 5773
idStudent 5774,Student 5774
idStudent 5775,Student 5775
idStudent 5776,Student 5776
idStudent 5777,Student 5777
idStudent 5778,Student 5778
idStudent 5779,Student 5779
idStudent 5780,Student 5780
idStudent 5781,Student 5781
idStudent 5782,Student 5782
idStudent 5783,Student 5783
idStudent 5784,Student 5784
idStudent 5785,Student 5785
idStudent 5786,Student 5786
idStudent 5787,Student 5787
idStudent 5788,Student 5788
idStudent 5789,Student 5789
idStudent 5790,Student 5790
idStudent 5791,Student 5791
idStudent 5792,Student 5792
idStudent 5793,Student 5793
idStudent 5794,Student 5794
idStudent 5795,Student 5795
idStudent 5796,Student 5796
idStudent 5797,Student 5797
idStudent 5798,Student 5798
idStudent 5799,Student 5799
idStudent 5800,Student 5800
idStudent 5801,Student 5801
idStudent 5802,Student 5802
idStudent 5803,Student 5803
idStudent 5804,Student 5804
idStudent 5805,Student 5805
idStudent 5806,Student 5806
idStudent 5807,Student 5807
idStudent 5808,Student 5808
idStudent 5809,Student 5809
idStudent 5810,Student 5810
idStudent 5811,Student 5811
idStudent 5812,Student 5812
idStudent 5813,Student 5813
idStudent 5814,Student 5814
idStudent 5815,Student 5815
idStudent 5816,Student 5816
idStudent 5817,Student 5817
idStudent 5818,Student 5818
idStudent 5819,Student 5819
idStudent 5820,Student 5820
idStudent 5821,Student 5821
idStudent 5822,Student 5822
idStudent 5823,Student 5823
idStudent 5824,Student 5824
idStudent 5825,Student 5825
idStudent 5826,Student 5826
idStudent 5827,Student 5827
idStudent 5828,Student 5828
idStudent 5829,Student 5829
idStudent 5830,Student 5830
idStudent 5831,Student 5831
idStudent 5832,Student 5832
idStudent 5833,Student 5833
idStudent 5834,Student 5834
idStudent 5835,Student 5835
idStudent 5836,Student 5836
idStudent 5837,Student 5837
idStudent 5838,Student 5838
idStudent 5839,Student 5839
idStudent 5840,Student 5840
idStudent 5841,Student 5841
idStudent 5842,Student 5842
idStudent 5843,Student 5843
idStudent 5844,Student 5844
idStudent 5845,Student 5845
idStudent 5846,Student 5846
idStudent 5847,Student 5847
idStudent 5848,Student 5848
idStudent 5849,Student 5849
idStudent 5850,Student 5850
idStudent 5851,Student 5851
idStudent 5852,Student 5852
idStudent 5853,Student 5853
idStudent 5854,Student 5854
idStudent 5855,Student 5855
idStudent 5856,Student 5856
idStudent 5857,Student 5857
idStudent 5858,Student 5858
idStudent 5859,Student 5859
idStudent 5860,Student 5860
idStudent 5861,Student 5861
idStudent 5862,Student 5862
idStudent 5863,Student 5863
idStudent 5864,Student 5864
idStudent 5865,Student 5865
idStudent 5866,Student 5866
idStudent 5867,Student 5867
idStudent 5868,Student 5868
idStudent 5869,Student 5869
idStudent 5870,Student 5870
idStudent 5871,Student 5871
idStudent 5872,Student 5872
idStudent 5873,Student 5873
idStudent 5874,Student 5874
idStudent 5875,Student 5875
idStudent 5876,Student 5876
idStudent 5877,Student 5877
idStudent 5878,Student 5878
idStudent 5879,Student 5879
idStudent 5880,Student 5880
idStudent 5881,Student 5881
idStudent 5882,Student 5882
idStudent 5883,Student 5883
idStudent 5884,Student 5884
idStudent 5885,Student 5885
idStudent 5886,Student 5886
idStudent 5887,Student 5887
idStudent 5888,Student 5888
idStudent 5889,Student 5889
idStudent 5890,Student 5890
idStudent 5891,Student 5891
idStudent 5892,Student 5892
idStudent 5893,Student 5893
idStudent 5894,Student 5894
idStudent 5895,Student 5895
idStudent 5896,Student 5896
idStudent 5897,Student 5897
idStudent 5898,Student 5898
idStudent 5899,Student 5899
idStudent 5900,Student 5900
idStudent 5901,Student 5901
idStudent 5902,Student 5902
idStudent 5903,Student 5903
idStudent 5904,Student 5904
idStudent 5905,Student 5905
idStudent 5906,Student 5906
idStudent 5907,Student 5907
idStudent 5908,Student 5908
idStudent 5909,Student 5909
idStudent 5910,Student 5910
idStudent 5911,Student 5911
idStudent 5912,Student 5912
idStudent 5913,Student 5913
idStudent 5914,Student 5914
idStudent 5915,Student 5915
idStudent 5916,Student 5916
idStudent 5917,Student 5917
idStudent 5918,Student 5918
idStudent 5919,Student 5919
idStudent 5920,Student 5920
idStudent 5921,Student 5921
idStudent 5922,Student 5922
idStudent 5923,Student 5923
idStudent 5924,Student 5924
idStudent 5925,Student 5925
idStudent 5926,Student 5926
idStudent 5927,Student 5927
idStudent 5928,Student 5928
idStudent 5929,Student 5929
idStudent 5930,Student 5930
idStudent 5931,Student 5931
idStudent 5932,Student 5932
idStudent 5933,Student 5933
idStudent 5934,Student 5934
idStudent 5935,Student 5935
idStudent 5936,Student 5936
idStudent 5937,Student 5937
idStudent 5938,Student 5938
idStudent 5939,Student 5939
idStudent 5940,Student 5940
idStudent 5941,Student 5941
idStudent 5942,Student 5942
idStudent 5943,Student 5943
idStudent 5944,Student 5944
idStudent 5945,Student 5945
idStudent 5946,Student 5946
idStudent 5947,Student 5947
idStudent 5948,Student 5948
idStudent 5949,Student 5949
idStudent 5950,Student 5950
idStudent 5951,Student 5951
idStudent 5952,Student 5952
idStudent 5953,Student 5953
idStudent 5954,Student 5954
idStudent 5955,Student 5955
idStudent 5956,Student 5956
idStudent 5957,Student 5957
idStudent 5958,Student 5958
idStudent 5959,Student 5959
idStudent 5960,Student 5960
idStudent 5961,Student 5961
idStudent 5962,Student 5962
idStudent 5963,Student 5963
idStudent 5964,Student 5964
idStudent 5965,Student 5965
idStudent 5966,Student 5966
idStudent 5967,Student 5967
idStudent 5968,Student 5968
idStudent 5969,Student 5969
idStudent 5970,Student 5970
idStudent 5971,Student 5971
idStudent 5972,Student 5972
idStudent 5973,Student 5973
idStudent 5974,Student 5974
idStudent 5975,Student 5975
idStudent 5976,Student 5976
idStudent 5977,Student 5977
idStudent 5978,Student 5978
idStudent 5979,Student 5979
idStudent 5980,Student 5980
idStudent 5981,Student 5981
idStudent 5982,Student 5982
idStudent 5983,Student 5983
idStudent 5984,Student 5984
idStudent 5985,Student 5985
idStudent 5986,Student 5986
idStudent 5987,Student 5987
idStudent 5988,Student 5988
idStudent 5989,Student 5989
idStudent 5990,Student 5990
idStudent 5991,Student 5991
idStudent 5992,Student 5992
idStudent 5993,Student 5993
idStudent 5994,Student 5994
idStudent 5995,Student 5995
idStudent 5996,Student 5996
idStudent 5997,Student 5997
idStudent 5998,Student 5998
idStudent 5999,Student 5999
idStudent 6000,Student 6000
idStudent 6001,Student 6001
idStudent 6002,Student 6002
idStudent 6003,Student 6003
idStudent 6004,Student 6004
idStudent 6005,Student 6005
idStudent 6006,Student 6006
idStudent 6007,Student 6007
idStudent 6008,Student 6008
idStudent 6009,Student 6009
idStudent 6010,Student 6010
idStudent 6011,Student 6011
idStudent 6012,Student 6012
idStudent 6013,Student 6013
idStudent 6014,Student 6014
idStudent 6015,Student 6015
idStudent 6016,Student 6016
idStudent 6017,Student 6017
idStudent 6018,Student 6018
idStudent 6019,Student 6019
idStudent 6020,Student 6020
idStudent 6021,Student 6021
idStudent 6022,Student 6022
idStudent 6023,Student 6023
idStudent 6024,Student 6024
idStudent 6025,Student 6025
idStudent 6026,Student 6026
idStudent 6027,Student 6027
idStudent 6028,Student 6028
idStudent 6029,Student 6029
idStudent 6030,Student 6030
idStudent 6031,Student 6031
idStudent 6032,Student 6032
idStudent 6033,Student 6033
idStudent 6034,Student 6034
idStudent 6035,Student 6035
idStudent 6036,Student 6036
idStudent 6037,Student 6037
idStudent 6038,Student 6038
idStudent 6039,Student 6039
idStudent 6040,Student 6040
idStudent 6041,Student 6041
idStudent 6042,Student 6042
idStudent 6043,Student 6043
idStudent 6044,Student 6044
idStudent 6045,Student 6045
idStudent 6046,Student 6046
idStudent 6047,Student 6047
idStudent 6048,Student 6048
idStudent 6049,Student 6049
idStudent 6050,Student 6050
idStudent 6051,Student 6051
idStudent 6052,Student 6052
idStudent 6053,Student 6053
idStudent 6054,Student 6054
idStudent 6055,Student 6055
idStudent 6056,Student 6056
idStudent 6057,Student 6057
idStudent 6058,Student 6058
idStudent 6059,Student 6059
idStudent 6060,Student 6060
idStudent 6061,Student 6061
idStudent 6062,Student 6062
idStudent 6063,Student 6063
idStudent 6064,Student 6064
idStudent 6065,Student 6065
idStudent 6066,Student 6066
idStudent 6067,Student 6067
idStudent 6068,Student 6068
idStudent 6069,Student 6069
idStudent 6070,Student 6070
idStudent 6071,Student 6071
idStudent 6072,Student 6072
idStudent 6073,Student 6073
idStudent 6074,Student 6074
idStudent 6075,Student 6075
idStudent 6076,Student 6076
idStudent 6077,Student 6077
idStudent 6078,Student 6078
idStudent 6079,Student 6079
idStudent 6080,Student 6080
idStudent 6081,Student 6081
idStudent 6082,Student 6082
idStudent 6083,Student 6083
idStudent 6084,Student 6084
idStudent 6085,Student 6085
idStudent 6086,Student 6086
idStudent 6087,Student 6087
idStudent 6088,Student 6088
idStudent 6089,Student 6089
idStudent 6090,Student 6090
idStudent 6091,Student 6091
idStudent 6092,Student 6092
idStudent 6093,Student 6093
idStudent 6094,Student 6094
idStudent 6095,Student 6095
idStudent 6096,Student 6096
idStudent 6097,Student 6097
idStudent 6098,Student 6098
idStudent 6099,Student 6099
idStudent 6100,Student 6100
idStudent 6101,Student 6101
idStudent 6102,Student 6102
idStudent 6103,Student 6103
idStudent 6104,Student 6104
idStudent 6105,Student 6105
idStudent 6106,Student 6106
idStudent 6107,Student 6107
idStudent 6108,Student 6108
idStudent 6109,Student 6109
idStudent 6110,Student 6110
idStudent 6111,Student 6111
idStudent 6112,Student 6112
idStudent 6113,Student 6113
idStudent 6114,Student 6114
idStudent 6115,Student 6115
idStudent 6116,Student 6116
idStudent 6117,Student 6117
idStudent 6118,Student 6118
idStudent 6119,Student 6119
idStudent 6120,Student 6120
idStudent 6121,Student 6121
idStudent 6122,Student 6122
idStudent 6123,Student 6123
idStudent 6124,Student 6124
idStudent 6125,Student 6125
idStudent 6126,Student 6126
idStudent 6127,Student 6127
idStudent 6128,Student 6128
idStudent 6129,Student 6129
idStudent 6130,Student 6130
idStudent 6131,Student 6131
idStudent 6132,Student 6132
idStudent 6133,Student 6133
idStudent 6134,Student 6134
idStudent 6135,Student 6135
idStudent 6136,Student 6136
idStudent 6137,Student 6137
idStudent 6138,Student 6138
idStudent 6139,Student 6139
idStudent 6140,Student 6140
idStudent 6141,Student 6141
idStudent 6142,Student 6142
idStudent 6143,Student 6143
idStudent 6144,Student 6144
idStudent 6145,Student 6145
idStudent 6146,Student 6146
idStudent 6147,Student 6147
idStudent 6148,Student 6148
idStudent 6149,Student 6149
idStudent 6150,Student 6150
idStudent 6151,Student 6151
idStudent 6152,Student 6152
idStudent 6153,Student 6153
idStudent 6154,Student 6154
idStudent 6155,Student 6155
idStudent 6156,Student 6156
idStudent 6157,Student 6157
idStudent 6158,Student 6158
idStudent 6159,Student 6159
idStudent 6160,Student 6160
idStudent 6161,Student 6161
idStudent 6162,Student 6162
idStudent 6163,Student 6163
idStudent 6164,Student 6164
idStudent 6165,Student 6165
idStudent 6166,Student 6166
idStudent 6167,Student 6167
idStudent 6168,Student 6168
idStudent 6169,Student 6169
idStudent 6170,Student 6170
idStudent 6171,Student 6171
idStudent 6172,Student 6172
idStudent 6173,Student 6173
idStudent 6174,Student 6174
idStudent 6175,Student 6175
idStudent 6176,Student 6176
idStudent 6177,Student 6177
idStudent 6178,Student 6178
idStudent 6179,Student 6179
idStudent 6180,Student 6180
idStudent 6181,Student 6181
idStudent 6182,Student 6182
idStudent 6183,Student 6183
idStudent 6184,Student 6184
idStudent 6185,Student 6185
idStudent 6186,Student 6186
idStudent 6187,Student 6187
idStudent 6188,Student 6188
idStudent 6189,Student 6189
idStudent 6190,Student 6190
idStudent 6191,Student 6191
idStudent 6192,Student 6192
idStudent 6193,Student 6193
idStudent 6194,Student 6194
idStudent 6195,Student 6195
idStudent 6196,Student 6196
idStudent 6197,Student 6197
idStudent 6198,Student 6198
idStudent 6199,Student 6199
idStudent 6200,Student 6200
idStudent 6201,Student 6201
idStudent 6202,Student 6202
idStudent 6203,Student 6203
idStudent 6204,Student 6204
idStudent 6205,Student 6205
idStudent 6206,Student 6206
idStudent 6207,Student 6207
idStudent 6208,Student 6208
idStudent 6209,Student 6209
idStudent 6210,Student 6210
idStudent 6211,Student 6211
idStudent 6212,Student 6212
idStudent 6213,Student 6213
idStudent 6214,Student 6214
idStudent 6215,Student 6215
idStudent 6216,Student 6216
idStudent 6217,Student 6217
idStudent 6218,Student 6218
idStudent 6219,Student 6219
idStudent 6220,Student 6220
idStudent 6221,Student 6221
idStudent 6222,Student 6222
idStudent 6223,Student 6223
idStudent 6224,Student 6224
idStudent 6225,Student 6225
idStudent 6226,Student 6226
idStudent 6227,Student 6227
idStudent 6228,Student 6228
idStudent 6229,Student 6229
idStudent 6230,Student 6230
idStudent 6231,Student 6231
idStudent 6232,Student 6232
idStudent 6233,Student 6233
idStudent 6234,Student 6234
idStudent 6235,Student 6235
idStudent 6236,Student 6236
idStudent 6237,Student 6237
idStudent 6238,Student 6238
idStudent 6239,Student 6239
idStudent 6240,Student 6240
idStudent 6241,Student 6241
idStudent 6242,Student 6242
idStudent 6243,Student 6243
idStudent 6244,Student 6244
idStudent 6245,Student 6245
idStudent 6246,Student 6246
idStudent 6247,Student 6247
idStudent 6248,Student 6248
idStudent 6249,Student 6249
idStudent 6250,Student 6250
idStudent 6251,Student 6251
idStudent 6252,Student 6252
idStudent 6253,Student 6253
idStudent 6254,Student 6254
idStudent 6255,Student 6255
idStudent 6256,Student 6256
idStudent 6257,Student 6257
idStudent 6258,Student 6258
idStudent 6259,Student 6259
idStudent 6260,Student 6260
idStudent 6261,Student 6261
idStudent 6262,Student 6262
idStudent 6263,Student 6263
idStudent 6264,Student 6264
idStudent 6265,Student 6265
idStudent 6266,Student 6266
idStudent 6267,Student 6267
idStudent 6268,Student 6268
idStudent 6269,Student 6269
idStudent 6270,Student 6270
idStudent 6271,Student 6271
idStudent 6272,Student 6272
idStudent 6273,Student 6273
idStudent 6274,Student 6274
idStudent 6275,Student 6275
idStudent 6276,Student 6276
idStudent 6277,Student 6277
idStudent 6278,Student 6278
idStudent 6279,Student 6279
idStudent 6280,Student 6280
idStudent 6281,Student 6281
idStudent 6282,Student 6282
idStudent 6283,Student 6283
idStudent 6284,Student 6284
idStudent 6285,Student 6285
idStudent 6286,Student 6286
idStudent 6287,Student 6287
idStudent 6288,Student 6288
idStudent 6289,Student 6289
idStudent 6290,Student 6290
idStudent 6291,Student 6291
idStudent 6292,Student 6292
idStudent 6293,Student 6293
idStudent 6294,Student 6294
idStudent 6295,Student 6295
idStudent 6296,Student 6296
idStudent 6297,Student 6297
idStudent 6298,Student 6298
idStudent 6299,Student 6299
idStudent 6300,Student 6300
idStudent 6301,Student 6301
idStudent 6302,Student 6302
idStudent 6303,Student 6303
idStudent 6304,Student 6304
idStudent 6305,Student 6305
idStudent 6306,Student 6306
idStudent 6307,Student 6307
idStudent 6308,Student 6308
idStudent 6309,Student 6309
idStudent 6310,Student 6310
idStudent 6311,Student 6311
idStudent 6312,Student 6312
idStudent 6313,Student 6313
idStudent 6314,Student 6314
idStudent 6315,Student 6315
idStudent 6316,Student 6316
idStudent 6317,Student 6317
idStudent 6318,Student 6318
idStudent 6319,Student 6319
idStudent 6320,Student 6320
idStudent 6321,Student 6321
idStudent 6322,Student 6322
idStudent 6323,Student 6323
idStudent 6324,Student 6324
idStudent 6325,Student 6325
idStudent 6326,Student 6326
idStudent 6327,Student 6327
idStudent 6328,Student 6328
idStudent 6329,Student 6329
idStudent 6330,Student 6330
idStudent 6331,Student 6331
idStudent 6332,Student 6332
idStudent 6333,Student 6333
idStudent 6334,Student 6334
idStudent 6335,Student 6335
idStudent 6336,Student 6336
idStudent 6337,Student 6337
idStudent 6338,Student 6338
idStudent 6339,Student 6339
idStudent 6340,Student 6340
idStudent 6341,Student 6341
idStudent 6342,Student 6342
idStudent 6343,Student 6343
idStudent 6344,Student 6344
idStudent 6345,Student 6345
idStudent 6346,Student 6346
idStudent 6347,Student 6347
idStudent 6348,Student 6348
idStudent 6349,Student 6349
idStudent 6350,Student 6350
idStudent 6351,Student 6351
idStudent 6352,Student 6352
idStudent 6353,Student 6353
idStudent 6354,Student 6354
idStudent 6355,Student 6355
idStudent 6356,Student 6356
idStudent 6357,Student 6357
idStudent 6358,Student 6358
idStudent 6359,Student 6359
idStudent 6360,Student 6360
idStudent 6361,Student 6361
idStudent 6362,Student 6362
idStudent 6363,Student 6363
idStudent 6364,Student 6364
idStudent 6365,Student 6365
idStudent 6366,Student 6366
idStudent 6367,Student 6367
idStudent 6368,Student 6368
idStudent 6369,Student 6369
idStudent 6370,Student 6370
idStudent 6371,Student 6371
idStudent 6372,Student 6372
idStudent 6373,Student 6373
idStudent 6374,Student 6374
idStudent 6375,Student 6375
idStudent 6376,Student 6376
idStudent 6377,Student 6377
idStudent 6378,Student 6378
idStudent 6379,Student 6379
idStudent 6380,Student 6380
idStudent 6381,Student 6381
idStudent 6382,Student 6382
